Id text,Sampled date,Meetpunt,Status,ZICHT,T,KLEUR,GEUR,VUIL,pH,SENSHTE,SCHUIM,OLE,E,GELDHD,SALNTT,O2,%O2,WINDSHD,WINDRTG,LUCHTDK,Cl,SO4,NO2 N,NO3 N,NH4 N,PO4 P,DOC,Sili
,,,sample,714VP001,714VP002,714VP003,714VP004,714VP007,714VP008,714VP009,714VP017,714VP018,714VP019,714VP023,714VP024,714VP037,714VP038,714VP303,714VP304,714VP306,,114MB412,114MB101,114MB116,114MB102,114MB103,114MB049,114MB104
,,,,DIMSLS,°C,DIMSLS,DIMSLS,DIMSLS,DIMSLS,cm,DIMSLS,DIMSLS,/m,mS,DIMSLS,mS,DIMSLS,m/s,gradn,hPa,mg/L,mg/L,mg/L,mg/L,mg/L,ug/l,mg/L,mg/L
2019001603,29-1-2019 13:50,WALCRN2,Authorised,#N/B,5.23,0,0,0,7.95,-350,0,0,-999,3057,31.45,9.6,93.36,9.8,246,1000.1,17000,2500,0.0092,0.319,0.0834,19.8,1.3949,0.371
2019001604,29-1-2019 15:06,WALCRN20,Authorised,#N/B,5.72,0,0,0,7.96,-350,0,0,5.33406,#N/B,32.06,9.39,92.7,8.4,315,998.2,#N/B,#N/B,0.0067,0.3038,0.0755,20.5,1.179,0.382
2019001605,29-1-2019 18:01,WALCRN70,Authorised,#N/B,8.26,0,0,0,8.02,-350,0,0,-999,#N/B,34.84,8.71,92.87,16.2,144,994.8,#N/B,#N/B,0.0032,0.1248,0.0013,19.5,0.7322,0.1018
2019001606,29-1-2019 12:09,SCHOUWN10,Authorised,#N/B,5.9,0,0,0,7.96,-350,0,0,5.9945,#N/B,32.36,9.31,92.51,8.1,123,1002,18000,2500,0.0064,0.2751,0.065,18.7,1.0054,0.3422
2019001607,29-1-2019 9:27,GOERE2,Authorised,-999,5.58,0,0,0,7.96,-350,0,0,-999,#N/B,29.75,9.7,93.96,10.2,168,1003.4,16000,2300,0.0116,0.5827,0.0849,22.3,1.2778,0.5776
2019001608,29-1-2019 8:49,GOERE6,Authorised,-999,5.38,0,0,0,7.93,-350,0,0,-999,#N/B,28.77,9.81,94.09,112,175,1003.2,16000,2200,0.0136,0.6781,0.1332,20.8,1.5379,0.6586
2019001609,31-1-2019 14:59,NOORDWK2,Available,#N/B,5.19,0,0,0,8.03,-350,0,0,4.30023,#N/B,26.66,9.78,92.16,7,116,994.4,14000,2100,0.0158,0.8681,0.0745,27.7,1.451,0.8181
2019001610,31-1-2019 14:11,NOORDWK10,Authorised,#N/B,6.06,0,0,0,8.03,-350,0,0,-2.7685,#N/B,31.17,9.32,92.17,6.8,118,994.3,17000,2400,0.0101,0.369,0.0418,12.5,1.1532,0.3424
2019001611,31-1-2019 13:16,NOORDWK20,Authorised,#N/B,6.09,0,0,0,8.04,-350,0,0,-4.2573,#N/B,32.11,9.32,92.83,8.1,118,994.3,#N/B,#N/B,0.0104,0.2687,0.033,11,1.0845,0.2394
2019001612,29-1-2019 22:52,NOORDWK70,Authorised,#N/B,7.51,0,0,0,8.02,-350,0,0,-999,#N/B,34.98,8.86,92.95,11.6,249,993.5,#N/B,#N/B,0.0075,0.0479,0.0094,9.7,0.9107,0.0841
2019001613,31-1-2019 4:26,TERSLG10,Authorised,#N/B,6.05,0,0,0,8.04,-350,0,0,-999,#N/B,33.66,9.18,92.35,7.7,242,991.6,19000,2700,0.0074,0.0975,0.0267,9.1,0.9068,0.1078
2019001614,31-1-2019 1:59,TERSLG50,Authorised,#N/B,6.84,0,0,0,8.01,-350,0,0,-999,#N/B,34.85,8.91,92,5.7,142,991.7,#N/B,#N/B,0.0027,0.0901,-0.0009,15.8,0.7803,0.1423
2019001615,30-1-2019 22:45,TERSLG100,Authorised,#N/B,7.27,0,0,0,8.02,-350,0,0,-999,#N/B,34.89,8.8,91.8,7.5,153,992.3,#N/B,#N/B,0.0031,0.0553,-0.001,15.5,0.7241,0.1192
2019001616,30-1-2019 20:39,TERSLG135,Authorised,#N/B,7.26,0,0,0,8.03,-350,0,0,-999,#N/B,34.73,8.91,92.76,6.8,241,992.4,#N/B,#N/B,0.0189,0.0314,0.0002,16.5,0.895,0.1114
2019001617,30-1-2019 18:16,TERSLG175,Authorised,#N/B,7.18,0,0,0,8.02,-350,0,0,-999,#N/B,34.63,8.79,91.29,11.7,210,992.1,#N/B,#N/B,0.0208,0.039,0,17.1,0.8155,0.1431
2019001618,30-1-2019 14:46,TERSLG235,Authorised,#N/B,6.36,0,0,0,8.03,-350,0,0,5.1733,#N/B,34.74,9.11,92.98,9,157,991.7,#N/B,#N/B,0.0007,0.0493,-0.0011,13.8,0.771,0.0596
2019003253,12-2-2019 14:33,WALCRN2,Authorised,-999,5.24,0,0,0,7.89,-350,0,0,-999,3053,31.4,9.52,92.54,8.7,241,1032.9,17000,2500,0.0144,0.4293,0.1078,45.5,1.1917,0.4862
2019003254,12-2-2019 16:00,WALCRN20,Authorised,#N/B,5.45,0,0,0,7.9,-350,0,0,-999,#N/B,32.54,9.35,91.98,8.2,216,1032.7,#N/B,#N/B,0.0058,0.4131,0.0692,19.7,0.94,0.4427
2019003255,12-2-2019 19:22,WALCRN70,Authorised,#N/B,7.77,0,0,0,7.96,-350,0,0,-999,#N/B,34.98,8.65,91.35,11.8,223,1032,#N/B,#N/B,0.0006,0.1634,0.0056,15.5,0.6044,0.109
2019003256,12-2-2019 13:19,SCHOUWN10,Authorised,#N/B,5.23,0,0,0,7.9,-350,0,0,-999,#N/B,31.81,9.24,91.77,8.6,216,1032.8,17000,2600,0.0073,0.4004,0.0864,28,1.1833,0.4407
2019003257,12-2-2019 11:22,GOERE2,Authorised,-999,5.57,0,0,0,7.91,-350,0,0,-999,#N/B,30.92,9.46,92.24,9.5,221,1032.9,17000,2500,0.0072,0.4364,0.1087,21.5,1.1582,0.4904
2019003258,12-2-2019 10:39,GOERE6,Authorised,-999,5.51,0,0,0,7.91,-350,0,0,-999,#N/B,30.8,9.4,91.6,9.3,235,1032.4,16000,2400,0.0085,0.4515,0.1082,22,1.3,0.5024
2019003259,14-2-2019 16:58,NOORDWK2,Available,-999,5.68,0,0,0,7.93,-350,0,0,-999,#N/B,25.66,9.95,93.99,0.4,44,1032.2,14000,2000,0.0159,1.0957,0.0968,27.6,1.4359,1.0271
2019003260,14-2-2019 16:17,NOORDWK10,Authorised,#N/B,5.93,0,0,0,8.04,-350,0,0,-999,#N/B,31.48,13.07,129.14,2.7,100,1032.4,17000,2500,0.0064,0.3969,0.0585,18.5,0.8935,0.4029
2019003261,14-2-2019 15:14,NOORDWK20,Authorised,#N/B,6.11,0,0,0,7.94,-350,0,0,-999,#N/B,32.13,9.42,93.85,2.4,191,1032.8,#N/B,#N/B,0.0053,0.3209,0.0456,16.1,0.9318,0.3133
2019003262,14-2-2019 11:47,NOORDWK70,Authorised,#N/B,7.16,0,0,0,7.97,-350,0,0,-999,#N/B,34.84,8.94,92.91,6.3,202,1033.9,#N/B,#N/B,0.0066,0.0725,0.0014,11.8,0.6655,0.0848
2019003263,14-2-2019 1:52,TERSLG10,Authorised,#N/B,5.97,0,0,0,7.92,-350,0,0,-999,#N/B,32.78,9.35,92.28,12.4,232,1031.3,18000,2600,0.0128,0.2212,0.0233,12.5,0.8473,0.1875
2019003264,13-2-2019 22:33,TERSLG50,Authorised,#N/B,6.53,0,0,0,7.92,-350,0,0,-999,#N/B,34.75,8.97,91.79,12.6,229,1030.7,#N/B,#N/B,-0.0003,0.0868,0.0002,17,0.7764,0.1553
2019003265,13-2-2019 18:37,TERSLG100,Authorised,#N/B,6.76,0,0,0,7.94,-350,0,0,-999,#N/B,34.77,8.95,92.15,9.6,215,1029.8,#N/B,#N/B,-0.0005,0.0644,0.0007,16.5,0.8262,0.1456
2019003266,13-2-2019 15:43,TERSLG135,Authorised,#N/B,6.75,0,0,0,7.96,-350,0,0,-999,#N/B,34.64,8.91,91.67,10.3,233,1028.3,#N/B,#N/B,0.0012,0.0392,0.0034,16.4,0.8242,0.1412
2019004228,11-3-2019 0:00,WALCRN2,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2019004229,11-3-2019 0:00,WALCRN20,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2019004230,11-3-2019 0:00,WALCRN70,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2019004231,11-3-2019 0:00,SCHOUWN10,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2019004232,11-3-2019 0:00,GOERE2,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2019004233,11-3-2019 0:00,GOERE6,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2019004234,11-3-2019 0:00,NOORDWK2,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2019004235,11-3-2019 0:00,NOORDWK10,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2019004236,11-3-2019 0:00,NOORDWK20,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2019004237,11-3-2019 0:00,NOORDWK70,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2019004238,11-3-2019 0:00,TERSLG10,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2019004239,11-3-2019 0:00,TERSLG50,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2019004240,11-3-2019 0:00,TERSLG100,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2019004241,11-3-2019 0:00,TERSLG135,Unavailable,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2019004561,1-4-2019 15:04,NOORDWK2,Available,#N/B,8.29,0,0,0,7.9,-350,0,0,4.40454,#N/B,30.76,8.53,88.58,7.7,102,1019.3,#N/B,#N/B,0.0069,0.5156,0.0493,18.9,1.1083,0.2853
2019004562,1-4-2019 15:51,NOORDWK10,Available,#N/B,8.27,0,0,0,7.94,-350,0,0,0.44238,#N/B,30.21,8.88,91.55,5.2,104,1018.6,#N/B,#N/B,0.007,0.5723,0.0402,14.6,1.2164,0.3429
2019004563,1-4-2019 16:45,NOORDWK20,Available,#N/B,8.32,0,0,0,7.96,-350,0,0,0.30339,#N/B,30.15,9.16,94.83,4.6,63,1017.8,#N/B,#N/B,0.0066,0.5613,0.0288,13.2,0.9978,0.3311
2019004564,1-4-2019 19:43,NOORDWK70,Available,#N/B,8.49,0,0,0,8.07,-350,0,0,-999,#N/B,34.82,9.63,103.11,5.2,82,1015.8,#N/B,#N/B,0.0008,0.0098,0.0032,7.2,0.8212,0.0098
2019004565,2-4-2019 9:44,TERSLG10,Available,#N/B,8.11,0,0,0,8.13,-350,0,0,9.57211,#N/B,33.36,10.37,109.07,11.1,165,1004.8,#N/B,#N/B,0.0028,0.1043,0.0081,6.8,0.9233,0.0627
2019004566,2-4-2019 7:07,TERSLG50,Available,#N/B,7.26,0,0,0,7.9,-350,0,0,-999,#N/B,34.53,8.81,91.82,3.2,129,1006.5,#N/B,#N/B,0.0035,0.0893,0.0054,18.8,0.7826,0.1141
2019005299,26-2-2019 9:37,NOORDWK2,Cancelled,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2019005559,17-4-2019 23:01,WALCRN2,Available,#N/B,9.61,0,0,0,8.34,-350,0,0,-999,3538,32.58,11.4,123.4,5.2,84,1021.7,19000,2600,0.0019,0.0168,0.0175,7.2,1.656,0.1092
2019005560,17-4-2019 21:47,WALCRN20,Available,#N/B,9.55,0,0,0,8.35,-350,0,0,-999,#N/B,33.52,11.24,122.23,7.3,85,1021.3,#N/B,#N/B,0.0006,0.0019,0.0087,6.7,1.3506,0.0761
2019005561,17-4-2019 18:55,WALCRN70,Available,#N/B,9.67,0,0,0,8.14,-350,0,0,0.179021324,#N/B,35.12,9.34,102.88,3.2,51,1020.6,#N/B,#N/B,0.0004,0.0022,0.0161,7.3,1.4272,0.0325
2019005562,18-4-2019 7:59,SCHOUWN10,Available,#N/B,9.44,0,0,0,8.32,-350,0,0,0.75369453,#N/B,33.02,11.12,120.29,8.9,74,1022.3,20000,2600,0.0013,0.0082,0.0047,7.7,1.4867,0.1037
2019005563,18-4-2019 10:29,GOERE2,Available,-999,9.5,0,0,0,8.32,-350,0,0,-999,#N/B,29.63,11.88,125.83,9.1,101,1023.5,17000,2400,0.004,0.2742,0.0221,8.2,1.6147,0.3691
2019005564,18-4-2019 11:18,GOERE6,Available,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,18000,2400,0.0038,0.2414,0.014,7.5,1.5316,0.318
2019005565,15-4-2019 13:25,NOORDWK2,Available,#N/B,8.86,0,0,0,7.96,-350,0,0,0.822402644,#N/B,30.18,8.76,91.44,5,125,1023,17000,2400,0.0052,0.5343,0.0412,11.8,1.3288,0.2549
2019005566,15-4-2019 14:07,NOORDWK10,Available,#N/B,8.83,0,0,0,8.08,-350,0,0,0.4041527,#N/B,30.91,9.96,104.87,6.9,116,1022.4,18000,2500,0.004,0.4025,0.0111,5.4,1.6107,0.1746
2019005567,15-4-2019 14:55,NOORDWK20,Available,#N/B,8.94,0,0,0,8.15,-350,0,0,0.412219958,#N/B,31.48,10.64,112.69,3.6,48,1021.3,#N/B,#N/B,0.0035,0.3033,0.005,3.3,1.3959,0.1402
2019005568,15-4-2019 18:00,NOORDWK70,Available,#N/B,9.02,0,0,0,8.13,-350,0,0,0.25096967,#N/B,35.03,9.04,98.1,8.1,90,1018.7,#N/B,#N/B,0.0005,0.0025,0.0082,3.6,1.5137,0.0127
2019005569,17-4-2019 4:42,TERSLG10,Available,#N/B,8.57,0,0,0,8.32,-350,0,0,-999,#N/B,33.01,10.18,107.18,8.7,125,1018.8,19000,2700,0.0033,0.0321,0.0167,4.5,1.8076,0.0608
2019005570,17-4-2019 2:08,TERSLG50,Available,#N/B,7.6,0,0,0,7.93,-350,0,0,-999,#N/B,34.49,8.97,93.96,11.4,89,1019.2,#N/B,#N/B,0.0042,0.1056,0.0072,15.4,1.2659,0.1332
2019005571,16-4-2019 22:20,TERSLG100,Available,#N/B,7.27,0,0,0,7.96,-350,0,0,-999,#N/B,34.6,9.07,94.36,13.5,83,1020.3,#N/B,#N/B,0.0025,0.0322,0.0086,15.3,0.8781,0.0789
2019005572,16-4-2019 19:52,TERSLG135,Available,#N/B,7.44,0,0,0,8,-350,0,0,0.141546844,#N/B,34.65,9.03,94.43,13.1,88,1020,#N/B,#N/B,0.0021,0.0361,0.0123,16.1,0.9448,0.112
2019005573,16-4-2019 16:49,TERSLG175,Available,#N/B,7.29,0,0,0,8,-350,0,0,0.114067444,#N/B,34.68,8.97,93.45,14.6,87,1020.6,#N/B,#N/B,0.0009,0.0069,0.0072,6.1,1.0342,0.0467
2019005574,16-4-2019 11:59,TERSLG235,Available,#N/B,7.66,0,0,0,8.03,-350,0,0,0.095860712,#N/B,34.86,9.04,95.08,173,106,1021.7,#N/B,#N/B,0.0007,0.0028,0.0075,9.5,1.0667,0.0175
2019005901,29-4-2019 15:41,NOORDWK2,Available,#N/B,11.75,0,0,0,8.37,-350,0,0,0.736019,#N/B,29.19,10.11,112.1,8.9,347,1024.7,#N/B,#N/B,0.0041,0.2557,0.0147,3.5,1.5366,0.2945
2019005902,29-4-2019 16:25,NOORDWK10,Available,#N/B,11.35,0,0,0,8.39,-350,0,0,0.45548,#N/B,30.42,10.27,113.7,8.2,3,1024.6,#N/B,#N/B,0.0032,0.1762,0.0106,3.4,1.6526,0.2376
2019005903,29-4-2019 17:20,NOORDWK20,Available,#N/B,12.06,0,0,0,8.38,-350,0,0,0.54913,#N/B,29.56,9.85,110.18,8.2,6,1024.6,#N/B,#N/B,0.0034,0.239,0.0126,2.4,1.2026,0.2529
2019005904,29-4-2019 20:24,NOORDWK70,Available,#N/B,10.48,0,0,0,8.18,-350,0,0,0,#N/B,35.09,8.86,99.16,6.8,10,1025.4,#N/B,#N/B,0.0007,0.0021,0.0092,5.1,1.2073,0.0173
2019005905,30-4-2019 8:18,TERSLG10,Available,#N/B,10.54,0,0,0,8.33,-350,0,0,0.316247,#N/B,32.65,9.08,100.24,8.4,351,1023.6,#N/B,#N/B,0.0027,0.0639,0.0173,5.9,1.6143,0.0924
2019005906,30-4-2019 5:56,TERSLG50,Available,#N/B,10.08,0,0,0,8.31,-350,0,0,-999,#N/B,33.78,9.49,104.57,7.8,7,1023.6,#N/B,#N/B,0.0013,0.0018,0.008,5.2,0.9276,0.0587
2019006209,16-5-2019 10:22,WALCRN2,Available,-999,12.48,0,0,0,8.34,-350,0,0,-999,3761,32.25,7.72,88.75,8.4,64,1019.6,19000,2600,0.0003,0.0038,0.0049,2.4,1.7504,0.1356
2019006210,16-5-2019 9:11,WALCRN20,Available,#N/B,11.96,0,0,0,8.33,-350,0,0,0.320480945,#N/B,33.02,7.06,80.65,10.4,71,1020.1,#N/B,#N/B,0.0003,0.0035,0.0043,1.9,1.9357,0.1445
2019006211,16-5-2019 6:02,WALCRN70,Available,#N/B,11.21,0,0,0,8.24,-350,0,0,-999,#N/B,34.71,9.19,104.44,9.1,92,1020.6,#N/B,#N/B,0.0005,0.0022,0.0059,5.2,1.7478,0.0636
2019006212,16-5-2019 12:09,SCHOUWN10,Available,#N/B,12,0,0,0,8.4,-350,0,0,0.515562173,#N/B,32.78,8.35,95.33,8.9,34,1018.6,19000,2500,0.0007,0.1612,0.0049,2.2,1.6984,0.1299
2019006213,16-5-2019 13:48,GOERE2,Available,-999,12.25,0,0,0,8.21,-350,0,0,1.166748871,#N/B,30.06,7.79,87.85,7.9,82,1017.9,17000,2400,0.0026,0.1684,0.0201,2.2,2.1852,0.2254
2019006214,16-5-2019 14:18,GOERE6,Available,-999,12.9,0,0,0,8.23,-350,0,0,-999,#N/B,28.34,8.15,92.19,10,42,1017.4,16000,2200,0.003,0.2591,0.0123,-2.1,2.2097,0.2544
2019006215,13-5-2019 15:31,NOORDWK2,Available,-999,10.02,0,0,0,8.27,-350,0,0,0.600751265,#N/B,30.02,8.11,91,10.4,3,1038.8,18000,2400,0.003,0.1203,0.0443,0.5,1.9375,0.2293
2019006216,13-5-2019 16:19,NOORDWK10,Available,#N/B,11.72,0,0,0,8.26,-350,0,0,0.384387465,#N/B,30.57,8.11,90.65,10,17,1039,18000,2500,0.003,0.1212,0.0345,0.3,1.7876,0.1967
2019006217,13-5-2019 17:11,NOORDWK20,Available,#N/B,11.65,0,0,0,8.26,-350,0,0,0.436327465,#N/B,31.58,8.41,94.46,14,10.5,1038.7,#N/B,#N/B,0.0022,0.0784,0.0185,0.1,1.5481,0.1278
2019006218,13-5-2019 20:14,NOORDWK70,Available,#N/B,10.93,0,0,0,8.09,-350,0,0,-999,#N/B,35.05,7.93,89.72,7.6,23,1038.3,#N/B,#N/B,0.0008,0.0152,0.0054,1.8,1.1085,0.0414
2019006219,15-5-2019 13:12,TERSLG10,Available,#N/B,11.4,0,0,0,8.34,-350,0,0,0.303001677,#N/B,32.79,10.18,114.75,7.5,62,1028.2,19000,2600,0.0016,0.0298,0.0281,0.9,1.7511,0.026
2019006220,15-5-2019 10:42,TERSLG50,Available,#N/B,11.58,0,0,0,8.22,-350,0,0,0.179956519,#N/B,33.74,8.47,96.38,5.5,97,1029,#N/B,#N/B,0.0007,0.0098,0.0062,3.8,1.1752,0.0138
2019006221,15-5-2019 7:24,TERSLG100,Available,#N/B,10.69,0,0,0,8.05,-350,0,0,0.233325909,#N/B,34.46,8.31,93.16,4.5,110,1029.3,#N/B,#N/B,0.0007,0.0005,0.0064,4.1,1.2006,0.0816
2019006222,15-5-2019 5:19,TERSLG135,Available,#N/B,10.14,0,0,0,7.98,-350,0,0,-999,#N/B,34.61,8.83,97.92,4.2,117,1029.5,#N/B,#N/B,0.0006,0.0014,0.003,8.3,1.005,0.0418
2019006223,14-5-2019 9:40,ROTTMPT50,Available,#N/B,10.15,0,0,0,8.1,-350,0,0,0.147597783,#N/B,33.78,7.96,87.86,#N/B,#N/B,#N/B,#N/B,#N/B,0.0016,0.017,0.0374,5.7,1.2984,0.063
2019006224,14-5-2019 11:08,ROTTMPT70,Available,#N/B,10.01,0,0,0,8.11,-350,0,0,0.146863279,#N/B,34.07,8.06,88.87,4.2,51,1036.5,#N/B,#N/B,0.0011,0.004,0.0274,5.4,1.0559,0.0575
2019006695,27-5-2019 11:03,NOORDWK2,Available,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,0.0051,0.4396,0.0721,7.7,1.9728,0.3168
2019006696,27-5-2019 11:56,NOORDWK10,Available,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,0.0032,0.1555,0.0712,6.4,1.7039,0.1424
2019006697,27-5-2019 13:03,NOORDWK20,Available,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,0.0013,0.0798,0.0195,5.3,1.6868,0.02
2019006698,27-5-2019 16:13,NOORDWK70,Available,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,0,0.0019,0.006,6.6,1.1759,0.0195
2019006699,28-5-2019 16:41,TERSLG10,Available,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,-0.0001,0.0079,0.0257,6.7,1.5356,0.0226
2019006700,28-5-2019 14:12,TERSLG50,Available,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,-0.0001,0.0031,0.0067,5.3,1.3033,0.0064
2019006701,28-5-2019 6:35,ROTTMPT50,Available,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,0.0006,0.009,0.029,6.1,1.3411,0.1078
2019006702,28-5-2019 8:06,ROTTMPT70,Available,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,0.0001,0.0043,0.0151,2.9,1.2074,0.0731
2019007096,14-6-2019 4:30,WALCRN2,Available,#N/B,16.17,0,0,0,7.96,-350,0,0,-999,4042,31.77,6.64,81.92,10.5,185,1010.4,18000,2500,0.0069,0.1083,0.0821,12.8,1.722,0.107
2019007097,14-6-2019 3:07,WALCRN20,Available,#N/B,15.6,0,0,0,8.02,-350,0,0,-999,#N/B,33.5,6.6,81.42,11.4,186,1010,#N/B,#N/B,0.0011,0.0421,0.0308,7.2,1.3841,0.0824
2019007098,13-6-2019 23:21,WALCRN70,Available,#N/B,13.78,0,0,0,8.04,-350,0,0,-999,#N/B,34.96,7.46,89.55,16.1,212,1008.5,#N/B,#N/B,0,0.0065,0.0009,5.7,0.8843,0.0369
2019007099,14-6-2019 6:03,SCHOUWN10,Available,#N/B,15.61,0,0,0,8.06,-350,0,0,-999,#N/B,32.57,7.06,86.67,8.4,203,1011.2,16000,2600,0.0031,0.0274,0.0247,6.8,1.5022,0.0166
2019007100,14-6-2019 8:07,GOERE2,Available,-999,15.87,0,0,0,8.03,-350,0,0,-999,#N/B,31.4,6.95,85.1,7.8,175,1012,17000,2500,0.0065,0.0686,0.0579,8.8,1.8124,0.0399
2019007101,14-6-2019 8:47,GOERE6,Available,-999,15.77,0,0,0,8.09,-350,0,0,-999,#N/B,31.27,7.13,87.01,7,170,1011.9,17000,2500,0.0036,0.0804,0.0272,5.2,1.497,0.0179
2019007102,11-6-2019 16:39,NOORDWK2,Available,#N/B,15.4,0,0,0,8.06,-350,0,0,0.502797285,#N/B,31,6.47,78.35,7.8,244,1011.7,17000,2500,0.0025,0.1243,0.0908,12.2,1.6851,0.2201
2019007103,11-6-2019 17:38,NOORDWK10,Available,#N/B,15.22,0,0,0,8.14,-350,0,0,0.509307425,#N/B,31.51,7.08,86.13,6.6,256,1011.3,17000,2600,0.0019,0.0983,0.0368,8.8,1.6149,0.16
2019007104,11-6-2019 19:01,NOORDWK20,Available,#N/B,14.98,0,0,0,8.18,-350,0,0,0.346704909,#N/B,32.68,7.05,85.46,5.2,251,1011.3,#N/B,#N/B,0.0008,0.0487,0.0157,6.1,1.3102,0.0921
