Id text,Sampled date,Meetpunt,Status,ZICHT,T,KLEUR,GEUR,VUIL,pH,SENSHTE,SCHUIM,OLE,E,GELDHD,SALNT,O2,%O2,WINDSHD,WINDRTG,LUCHTDK,Cl,SO4,NO2 N,NO3 N,NH4 N,PO4 P,DOC,SiO2 Si
,,,,714VP001,714VP002,714VP003,714VP004,714VP007,714VP008,714VP009,714VP017,714VP018,714VP019,714VP023,714VP024,714VP037,714VP038,714VP303,714VP304,714VP306,114MB405,114MB412,114MB101,114MB116,114MB102,114MB103,114MB049,114MB104
,,,,DIMSLS,°C,DIMSLS,DIMSLS,DIMSLS,DIMSLS,cm,DIMSLS,DIMSLS,/m,mS,DIMSLS,mS,DIMSLS,m/s,gradn,hPa,mg/L,mg/L,mg/L,mg/L,mg/L,ug/l,mg/L,mg/L
2018005666,15-11-2018 7:52,NOORDWK10,Available,#N/B,12.15,0,0,0,8.06,-350,0,0,-999,#N/B,31.52,8.03,94.2,8.7,154,1022.6,17761,2537,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005667,12-12-2018 14:05,NOORDWK10,Available,#N/B,8.86,0,0,0,7.91,-350,0,0,2.59071,#N/B,31.94,8.3,88.02,11.6,128,1024.9,18445,2564,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005668,22-1-2018 14:54,NOORDWK20,Authorised,#N/B,6.05,0,0,0,7.97,-350,0,0,-999,#N/B,31.47,9.27,91.88,10.3,290,1007.7,#N/B,#N/B,0.0073,0.48,0.0330,20.5,1.42,0.526
2018005669,14-2-2018 12:07,NOORDWK20,Authorised,#N/B,5.59,0,0,0,8.09,-350,0,0,0.443,#N/B,31.54,9.29,91.08,15,155,1012,#N/B,#N/B,0.0124,0.42,0.0186,17.7,1.29,0.422
2018005670,14-3-2018 10:38,NOORDWK20,Authorised,#N/B,4.34,0,0,0,7.36,-350,0,0,0.3514,#N/B,30.29,10.48,98.95,4.3,148,1010.8,#N/B,#N/B,0.0068,0.46,0.0238,3.3,1.24,0.301
2018005671,16-4-2018 16:59,NOORDWK20,Authorised,#N/B,7.35,0,0,0,8.18,-350,0,0,-999,#N/B,31.79,10.23,111.5,5.9,220,1015.7,#N/B,#N/B,0.0050,0.29,0.0021,2.1,1.26,0.082
2018005672,14-5-2018 14:16,NOORDWK20,Authorised,#N/B,11.42,-999,-999,-999,8.28,-350,-999,-999,-999,#N/B,31.58,9.86,110.3,5,360,1026,#N/B,#N/B,0.0048,0.09,0.0150,4.6,1.44,0.065
2018005673,12-6-2018 0:48,NOORDWK20,Authorised,#N/B,14.85,-999,-999,-999,8.24,-350,-999,-999,-999,#N/B,32.1,8.66,104.28,7.9,60,1012,#N/B,#N/B,0.0009,0.00,0.0127,4.8,1.79,0.011
2018005674,16-7-2018 15:18,NOORDWK20,Authorised,#N/B,18.65,0,0,0,8.23,-350,0,0,0.3307,#N/B,31.91,6.54,84.71,1,2,1012,#N/B,#N/B,0.0015,0.00,0.0091,1.1,1.70,0.002
2018005675,16-8-2018 11:27,NOORDWK20,Authorised,#N/B,20.19,0,0,0,8.19,-350,0,0,-999,#N/B,32.1,7.62,91,6,180,1013.1,#N/B,#N/B,0.0027,0.01,0.0195,7.2,1.42,0.166
2018005676,10-9-2018 15:37,NOORDWK20,Available,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,-0.0004,0.00,0.0034,6.0,1.23,0.039
2018005677,15-10-2018 15:40,NOORDWK20,Available,#N/B,16.25,0,0,0,9.27,-350,0,0,-999,#N/B,31.34,7.31,90.06,8.5,230,1010.5,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,0.78,#N/B
2018005678,15-11-2018 6:58,NOORDWK20,Available,#N/B,12.24,0,0,0,8.05,-350,0,0,-999,#N/B,31.95,8.31,96.1,9.6,150,1022,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005679,12-12-2018 13:12,NOORDWK20,Available,#N/B,9.04,0,0,0,7.93,-350,0,0,2.00347,#N/B,32.67,8.38,89.68,10.2,119,1024.9,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005680,22-1-2018 18:54,NOORDWK70,Authorised,#N/B,7.33,0,0,0,8.03,-350,0,0,-999,#N/B,35.19,8.77,91.8,11.6,291,1012.2,#N/B,#N/B,0.0050,0.12,0.0072,14.5,0.98,0.093
2018005681,14-2-2018 8:03,NOORDWK70,Authorised,#N/B,6.81,0,0,0,8.07,-350,0,0,-999,#N/B,35.26,8.83,91.35,14.2,140,1010,#N/B,#N/B,0.0204,0.10,0.0107,16.7,1.06,0.050
2018005682,14-3-2018 14:25,NOORDWK70,Authorised,#N/B,5.96,0,0,0,7.27,-350,0,0,0.2659,#N/B,35.26,9.79,99.31,4.8,94,1007,#N/B,#N/B,0.0026,0.04,0.0072,5.0,3.07,0.003
2018005683,16-4-2018 19:39,NOORDWK70,Authorised,#N/B,7.64,0,0,0,8.24,-350,0,0,-999,#N/B,34.82,10.23,113,9.4,154,1015,#N/B,#N/B,0.0039,0.00,0.0044,6.7,1.71,0.013
2018005684,14-5-2018 16:23,NOORDWK70,Authorised,#N/B,10.53,-999,-999,-999,8.24,-350,-999,-999,-999,#N/B,34.19,9.48,105.82,5,360,1027,#N/B,#N/B,0.0044,0.00,0.0130,5.5,1.24,0.029
2018005685,11-6-2018 22:43,NOORDWK70,Authorised,#N/B,13.47,-999,-999,-999,8.07,-350,-999,-999,-999,#N/B,34.27,7.77,92.42,8.2,60,1012,#N/B,#N/B,0.0009,0.00,0.0078,4.9,1.80,0.024
2018005686,16-7-2018 18:13,NOORDWK70,Authorised,#N/B,16.84,0,0,0,8.07,-350,0,0,0.16248,#N/B,35.02,5.64,71.84,1,2,1011.3,#N/B,#N/B,-0.0005,0.01,0.0115,6.7,1.70,0.043
2018005687,16-8-2018 8:07,NOORDWK70,Authorised,#N/B,18.97,0,0,0,8.15,-350,0,0,-999,#N/B,34.78,6.88,91,6,180,1011.8,#N/B,#N/B,0.0001,0.00,0.0025,3.1,1.19,0.048
2018005688,10-9-2018 18:35,NOORDWK70,Available,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,-0.0002,0.00,0.0024,4.9,1.12,0.028
2018005689,15-10-2018 19:05,NOORDWK70,Available,#N/B,16.35,0,0,0,9.15,-350,0,0,-999,#N/B,34.1,5.57,69.89,7.2,244,1011.6,#N/B,#N/B,0.0009,0.00,0.0124,6.3,0.86,0.021
2018005690,14-11-2018 20:35,NOORDWK70,Available,#N/B,13.2,0,0,0,8.09,-350,0,0,-999,#N/B,34.96,8.04,97.2,12.5,178,1022.5,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005691,11-12-2018 9:04,NOORDWK70,Available,#N/B,10.59,0,0,0,7.9,-350,0,0,-999,#N/B,35.04,7.93,89.11,11.6,256,1023.8,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005692,31-1-2018 7:23,TERSLG10,Authorised,#N/B,6.28,0,0,0,8.11,-350,0,0,-999,#N/B,30.65,9.23,91.5,17.4,230,999.9,17799,2476,0.0103,0.52,0.0311,22.0,1.24,0.524
2018005693,20-2-2018 18:23,TERSLG10,Authorised,#N/B,5.08,-999,-999,-999,8.04,-350,-999,-999,-999,#N/B,31.26,9.66,94.7,10,207,1021,18244,2529,0.0084,0.44,0.0170,18.8,1.13,0.411
2018005694,13-3-2018 23:52,TERSLG10,Authorised,#N/B,3.56,0,0,0,7.94,-350,0,0,-999,#N/B,32.99,10.88,102.58,4.2,111,1009.3,17722,2194,0.0041,0.10,0.0096,0.5,1.50,0.009
2018005695,18-4-2018 4:52,TERSLG10,Authorised,#N/B,7.24,0,0,0,8.49,-350,0,0,-999,#N/B,32.09,9.75,104.28,6.3,9,1026.9,19039,2570,0.0033,0.21,0.0128,15.1,1.64,0.003
2018005696,15-5-2018 20:13,TERSLG10,Authorised,#N/B,11.74,-999,-999,-999,8.29,-350,-999,-999,-999,#N/B,31.87,10.04,113.49,1,360,1030,18417,2623,0.0017,0.04,0.0117,14.1,1.72,0.005
2018005697,12-6-2018 8:07,TERSLG10,Authorised,#N/B,15.82,-999,-999,-999,8.07,-350,-999,-999,-999,#N/B,32.54,7.04,86.85,9.2,43,1012,19618,2709,0.0008,0.00,0.0227,5.6,1.90,0.016
2018005698,18-7-2018 0:09,TERSLG10,Authorised,#N/B,18.32,0,0,0,8.19,-350,0,0,-999,#N/B,33.62,5.76,73.9,8.5,225,1016.1,19035,2630,0.0010,0.00,0.0079,2.7,1.50,0.004
2018005699,15-8-2018 7:47,TERSLG10,Authorised,#N/B,20.31,0,0,0,8.13,-350,0,0,-999,#N/B,33.26,6.42,86,2,297,1014.8,19073,2721,0.0017,0.00,0.0040,3.2,1.25,0.052
2018005700,11-9-2018 15:14,TERSLG10,Available,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,17697,2372,0.0002,0.01,0.0055,5.0,1.17,0.056
2018005701,16-10-2018 16:14,TERSLG10,Available,#N/B,15.75,0,0,0,9.19,-350,0,0,0.24389,#N/B,33.86,6.34,78.57,8.3,226,1015.7,21121,2907,0.0016,0.01,0.0090,6.6,1.22,0.034
2018005702,13-11-2018 16:56,TERSLG10,Available,#N/B,12.03,0,0,0,8.11,-350,0,0,-999,#N/B,33.35,8.12,96,14.6,261,1019.9,16681,2378,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005703,12-12-2018 5:18,TERSLG10,Available,#N/B,8.83,0,0,0,7.92,-350,0,0,-999,#N/B,33.69,8.39,89.94,7.2,261,1024.5,18828,2643,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005704,31-1-2018 4:37,TERSLG50,Authorised,#N/B,6.43,0,0,0,8.11,-350,0,0,-999,#N/B,34.5,8.79,89.72,13.2,206,1003.1,#N/B,#N/B,0.0019,0.12,0.0042,17.5,0.93,0.121
2018005705,20-2-2018 15:23,TERSLG50,Authorised,#N/B,5.53,-999,-999,-999,8.03,-350,-999,-999,0.31,#N/B,34.88,9.34,95.8,9,240,1020,#N/B,#N/B,0.0030,0.12,0.0040,18.0,1.01,0.127
2018005706,13-3-2018 21:04,TERSLG50,Authorised,#N/B,4.11,0,0,0,8.06,-350,0,0,-999,#N/B,34.49,10.38,100.28,7.4,101,1007.9,#N/B,#N/B,0.0030,0.03,0.0126,0.8,2.26,0.008
2018005707,18-4-2018 2:12,TERSLG50,Authorised,#N/B,7.26,0,0,0,8.4,-350,0,0,-999,#N/B,35.04,9.23,101.2,9.5,328,1025,#N/B,#N/B,0.0043,0.00,0.0057,6.0,1.30,0.023
2018005708,15-5-2018 18:28,TERSLG50,Authorised,#N/B,12.57,-999,-999,-999,8.2,-350,-999,-999,-999,#N/B,33.37,9.65,111.87,1,360,1031,#N/B,#N/B,0.0011,0.01,0.0103,14.6,1.13,0.012
2018005709,12-6-2018 10:13,TERSLG50,Authorised,#N/B,16.07,-999,-999,-999,8.17,-350,-999,-999,-999,#N/B,33.27,7.88,97.6,8.2,43,1012.6,#N/B,#N/B,0.0004,0.00,0.0157,1.8,1.35,0.013
2018005710,17-7-2018 21:54,TERSLG50,Authorised,#N/B,17.63,0,0,0,8.16,-350,0,0,-999,#N/B,34.21,6.57,84.61,8.5,225,1014.7,#N/B,#N/B,0.0017,0.00,0.0034,2.0,1.14,0.036
2018005711,15-8-2018 4:49,TERSLG50,Authorised,#N/B,18.84,0,0,0,8.08,-350,0,0,-999,#N/B,34.72,6.57,85,3,300,1014,#N/B,#N/B,0.0019,0.00,0.0208,6.7,1.07,0.213
2018005712,11-9-2018 12:29,TERSLG50,Available,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,0.0011,0.01,0.0354,8.6,0.50,0.170
2018005713,15-10-2018 13:49,TERSLG50,Available,#N/B,15.8,0,0,0,9.11,-350,0,0,0.25066,#N/B,34.27,7.31,90.94,6.2,153,1015.4,#N/B,#N/B,0.0022,0.01,0.0191,12.1,0.62,0.170
2018005714,13-11-2018 19:40,TERSLG50,Available,#N/B,12.93,0,0,0,8.13,-350,0,0,-999,#N/B,34.22,7.76,94.9,17.1,275,1021.3,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005715,12-12-2018 3:01,TERSLG50,Available,#N/B,10.69,0,0,0,7.88,-350,0,0,-999,#N/B,35.03,7.79,87.73,8.1,170,1024.2,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005716,31-1-2018 0:53,TERSLG100,Authorised,#N/B,6.18,0,0,0,8.12,-350,0,0,-999,#N/B,34.67,8.95,90.91,13.6,202,1010.1,#N/B,#N/B,0.0040,0.05,0.0063,13.5,1.00,0.061
2018005717,20-2-2018 8:32,TERSLG100,Authorised,#N/B,5.6,-999,-999,-999,8,-350,-999,-999,-999,#N/B,34.5,9.19,93,12,245,1017,#N/B,#N/B,0.0025,0.06,0.0024,14.8,1.02,0.067
2018005718,13-3-2018 17:13,TERSLG100,Authorised,#N/B,4.11,0,0,0,8.09,-350,0,0,0.1992,#N/B,34.31,9.75,94.03,8.9,318,1005.1,#N/B,#N/B,0.0037,0.10,0.0293,11.9,0.99,0.120
2018005719,17-4-2018 22:52,TERSLG100,Authorised,#N/B,5.67,0,0,0,8.31,-350,0,0,-999,#N/B,34.77,9.18,98.6,11.6,266,1022.4,#N/B,#N/B,0.0038,0.06,0.0017,9.7,1.94,0.042
2018005720,15-5-2018 16:01,TERSLG100,Authorised,#N/B,11.38,-999,-999,-999,8.9,-350,-999,-999,-999,#N/B,33.74,10.12,110.76,1,10,1033,#N/B,#N/B,0.0046,0.00,0.0091,5.3,1.34,0.007
2018005721,12-6-2018 13:06,TERSLG100,Authorised,#N/B,16,-999,-999,-999,8.18,-350,-999,-999,-999,#N/B,-999,10.05,101.91,8,320,1013.3,#N/B,#N/B,0.0009,0.00,0.0097,5.2,1.35,0.009
2018005722,17-7-2018 18:45,TERSLG100,Authorised,#N/B,18.52,0,0,0,8.23,-350,0,0,0.2007352,#N/B,34.37,6.44,84.53,8.6,225,1012.9,#N/B,#N/B,0.0020,0.00,0.0045,3.1,1.33,0.002
2018005723,15-8-2018 0:40,TERSLG100,Authorised,#N/B,18.45,0,0,0,8.14,-350,0,0,-999,#N/B,34.5,7.04,92,3,300,1013.6,#N/B,#N/B,0.0019,0.00,0.0021,1.7,1.32,0.039
2018005724,11-9-2018 8:40,TERSLG100,Available,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,0.0002,0.02,0.0044,5.4,1.03,0.088
2018005725,16-10-2018 10:24,TERSLG100,Available,#N/B,15.34,0,0,0,9.09,-350,0,0,0.1711,#N/B,34.6,7.49,92.53,6.7,126,1015.5,#N/B,#N/B,0.0020,0.00,0.0051,5.4,0.98,0.091
2018005726,13-11-2018 23:35,TERSLG100,Available,#N/B,12.3,0,0,0,8.08,-350,0,0,-999,#N/B,34.71,8.14,96.4,15.2,265,1022.3,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005727,12-12-2018 0:05,TERSLG100,Available,#N/B,9.88,0,0,0,7.87,-350,0,0,-999,#N/B,34.53,7.98,88,6,246,1023.9,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005728,30-1-2018 22:23,TERSLG135,Authorised,#N/B,5.86,0,0,0,8.13,-350,0,0,-999,#N/B,34.77,9.01,90.86,14.7,230,1012.7,#N/B,#N/B,0.0015,0.03,0.0118,11.5,1.01,0.022
2018005729,20-2-2018 6:10,TERSLG135,Authorised,#N/B,5.4,0,0,0,7.97,-350,0,0,-999,#N/B,34.6,9.05,93,10,278,1017,#N/B,#N/B,0.0021,0.05,0.0022,12.5,0.96,0.035
2018005730,13-3-2018 14:43,TERSLG135,Authorised,#N/B,4.4,0,0,0,8.09,-350,0,0,0.1432,#N/B,34.69,9.54,92.93,9.8,214,1003.4,#N/B,#N/B,0.0045,0.05,0.0068,11.0,0.93,0.046
2018005731,17-4-2018 20:35,TERSLG135,Authorised,#N/B,5.44,0,0,0,8.31,-350,0,0,-999,#N/B,34.59,9.27,97.6,13,263,1020.7,#N/B,#N/B,0.0021,0.07,0.0081,19.2,3.24,0.063
2018005732,15-5-2018 14:39,TERSLG135,Authorised,#N/B,11.29,0,0,0,8.05,-350,0,0,-999,#N/B,33.81,9.39,106.02,2,45,1030,#N/B,#N/B,0.0039,0.00,0.0097,4.7,1.04,0.038
2018005733,12-6-2018 14:39,TERSLG135,Authorised,#N/B,15.9,-999,-999,-999,8.18,-350,-999,-999,-999,#N/B,-999,9.81,99.35,6.5,320,1014,#N/B,#N/B,0.0008,0.00,0.0086,4.9,1.34,0.006
2018005734,17-7-2018 16:25,TERSLG135,Authorised,#N/B,18.17,0,0,0,8.17,-350,0,0,0.155104,#N/B,33.94,6.06,78.8,8.8,225,1011.3,#N/B,#N/B,0.0020,0.00,0.0023,1.9,1.57,-0.002
2018005735,14-8-2018 22:10,TERSLG135,Authorised,#N/B,18.78,0,0,0,8.17,-350,0,0,-999,#N/B,34.52,6.91,91,3,311,1012.7,#N/B,#N/B,0.0010,0.00,0.0036,0.5,1.82,0.010
2018005736,11-9-2018 6:05,TERSLG135,Available,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,-0.0003,0.00,0.0012,4.1,1.03,0.028
2018005737,15-10-2018 8:09,TERSLG135,Available,#N/B,14.1,0,0,0,9.05,-350,0,0,-999,#N/B,34.67,6.54,78.81,8.7,138,1015.1,#N/B,#N/B,0.0025,0.00,0.0027,3.7,0.97,0.066
2018005738,14-11-2018 1:54,TERSLG135,Available,#N/B,11.91,0,0,0,8.07,-350,0,0,-999,#N/B,34.77,8.23,96.8,13.1,231,1022.2,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005739,11-12-2018 22:13,TERSLG135,Available,#N/B,10.2,0,0,0,7.86,-350,0,0,-999,#N/B,34.61,8.01,89.03,7.6,230,1024.2,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005740,30-1-2018 19:41,TERSLG175,Authorised,#N/B,5.99,0,0,0,8.14,-350,0,0,-999,#N/B,34.82,9.08,91.9,14.2,228,1016.1,#N/B,#N/B,0.0014,0.03,0.0098,8.9,1.25,0.014
2018005741,17-4-2018 17:24,TERSLG175,Authorised,#N/B,5.3,0,0,0,8.03,-350,0,0,0.1165,#N/B,34.41,9.29,102,14,303,1019.2,#N/B,#N/B,0.0027,0.04,0.0007,10.1,4.65,0.035
2018005742,12-6-2018 16:39,TERSLG175,Authorised,#N/B,15.22,-999,-999,-999,8.13,-350,-999,-999,-999,#N/B,-999,10.08,100.66,9.3,320,1014,#N/B,#N/B,0.0008,0.00,0.0081,4.5,1.35,0.013
2018005743,14-8-2018 19:15,TERSLG175,Authorised,#N/B,18.71,0,0,0,8.14,-350,0,0,-999,#N/B,34.49,6.9,91,3,314,1012.6,#N/B,#N/B,0.0006,0.00,0.0014,0.8,1.50,0.005
2018005744,30-1-2018 15:49,TERSLG235,Authorised,#N/B,6.76,0,0,0,8.18,-350,0,0,0.15755,#N/B,35.04,8.93,92.1,14,237,1019.4,#N/B,#N/B,0.0023,0.09,0.0243,17.0,1.59,0.069
2018005745,17-4-2018 12:43,TERSLG235,Authorised,#N/B,5.38,0,0,0,8.05,-350,0,0,0.1973,#N/B,34.64,8.99,100.7,13.2,265,1017.5,#N/B,#N/B,0.0034,0.01,0.0001,7.2,0.94,0.002
2018005746,12-6-2018 19:28,TERSLG235,Authorised,#N/B,14.82,-999,-999,-999,8.03,-350,-999,-999,-999,#N/B,-999,9.9,97.91,9.1,320,1014,#N/B,#N/B,0.0007,0.00,0.0060,3.1,1.19,0.001
2018005747,14-8-2018 13:39,TERSLG235,Available,#N/B,18.39,0,0,0,8.09,-350,0,0,0.154851,#N/B,34.76,5.74,75.25,4,315,1011.4,#N/B,#N/B,0.0006,0.00,0.0062,1.9,2.54,0.002
2018005748,15-1-2018 0:00,ROTTMPT50,Cancelled,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005749,16-4-2018 0:00,ROTTMPT50,Cancelled,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005750,11-6-2018 0:00,ROTTMPT50,Cancelled,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005751,13-8-2018 0:00,ROTTMPT50,Cancelled,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005752,15-1-2018 0:00,ROTTMPT70,Cancelled,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005753,16-4-2018 0:00,ROTTMPT70,Cancelled,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005754,11-6-2018 0:00,ROTTMPT70,Cancelled,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018005755,13-8-2018 0:00,ROTTMPT70,Cancelled,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B,#N/B
2018008766,15-5-2018 7:44,ROTTMPT50,Authorised,#N/B,10.04,-999,-999,-999,8.1,-350,-999,-999,-999,#N/B,31.74,9.54,103.71,#N/B,#N/B,#N/B,#N/B,#N/B,0.0060,0.11,0.0136,4.8,1.31,0.004
2018008767,29-5-2018 7:56,ROTTMPT50,Authorised,#N/B,12.17,-999,-999,-999,8.11,-350,-999,-999,-999,#N/B,32.11,8.76,101.6,#N/B,#N/B,#N/B,#N/B,#N/B,0.0019,0.09,0.0158,14.9,1.22,0.003
2018008768,13-6-2018 9:14,ROTTMPT50,Authorised,#N/B,14.36,-999,-999,-999,8.14,-350,-999,-999,-999,#N/B,-999,9.84,96.01,#N/B,#N/B,#N/B,#N/B,#N/B,0.0021,0.02,0.0167,5.8,1.57,0.017
2018008769,3-7-2018 9:25,ROTTMPT50,Authorised,#N/B,15.23,0,0,0,8.7,-350,0,0,0.2697,#N/B,33.14,6.59,77.44,#N/B,#N/B,#N/B,#N/B,#N/B,0.0018,0.00,0.0114,3.3,1.31,0.001
2018008770,17-7-2018 6:30,ROTTMPT50,Authorised,#N/B,16.78,0,0,0,8.22,-350,0,0,-999,#N/B,32.17,10.58,129.76,#N/B,#N/B,#N/B,#N/B,#N/B,0.0025,0.01,0.0073,0.2,1.58,0.000
2018008771,31-7-2018 7:14,ROTTMPT50,Available,#N/B,18.21,0,0,0,6.67,-350,0,0,0.1931,#N/B,33.42,5.93,76.83,#N/B,#N/B,#N/B,#N/B,#N/B,0.0009,0.00,0.0086,4.0,1.31,0.012
2018008772,15-8-2018 12:54,ROTTMPT50,Authorised,#N/B,19.89,0,0,0,8.18,-350,0,0,-999,#N/B,34.05,6.66,89,#N/B,#N/B,#N/B,#N/B,#N/B,0.0005,0.00,0.0032,4.2,1.43,0.010
2018008773,15-5-2018 8:52,ROTTMPT70,Authorised,#N/B,11.45,0,0,0,8.14,-350,0,0,-999,#N/B,32.21,9.3,104.62,1,45,1030,#N/B,#N/B,0.0063,0.09,0.0171,3.1,1.11,0.007
2018008774,29-5-2018 7:03,ROTTMPT70,Authorised,#N/B,13.24,0,0,0,8.09,-350,0,0,-999,#N/B,32.36,8.64,102.4,6,20,1028,#N/B,#N/B,0.0050,0.07,0.0159,4.2,1.13,0.005
2018008775,13-6-2018 8:03,ROTTMPT70,Authorised,#N/B,15.9,-999,-999,-999,8.16,-350,-999,-999,-999,#N/B,-999,9.87,99.35,6.4,320,1013,#N/B,#N/B,0.0005,0.00,0.0090,0.7,1.61,0.012
2018008776,3-7-2018 8:12,ROTTMPT70,Authorised,#N/B,15.57,0,0,0,8.32,-350,0,0,0.2053,#N/B,33.46,6.44,80.23,5.6,130,1018.8,#N/B,#N/B,0.0012,0.00,0.0062,4.0,#N/B,0.004
2018008777,17-7-2018 7:45,ROTTMPT70,Authorised,#N/B,17.37,0,0,0,8.23,-350,0,0,0.236769,#N/B,33.42,7.3,93.16,3.3,20,1011.9,#N/B,#N/B,0.0007,0.00,0.0046,-0.5,1.32,0.002
2018008778,31-7-2018 8:46,ROTTMPT70,Available,#N/B,19.9,0,0,0,6.64,-350,0,0,0.1616,#N/B,33.46,5.53,74.01,3.7,90,1013.2,#N/B,#N/B,0.0006,0.00,0.0081,0.4,1.47,0.006
2018008779,15-8-2018 14:27,ROTTMPT70,Authorised,#N/B,19.32,0,0,0,8.16,-350,0,0,-999,#N/B,34.31,6.76,90,2,275,1015.3,#N/B,#N/B,0.0005,0.00,0.0031,2.5,1.26,0.079
