index,bottleid,datetime,station,salinity_rws,station_bottleid,salinity_nioz,dic,alk,pH_spectro_total_25_original,comments,comments1,Unnamed: 11,Unnamed: 12,lat,lon,depth,temperature,nitrite_gvol,nitrate_gvol,ammonia_gvol,phosphate_gvol,silicate_gvol,doc_gvol,pH_rws_total_insitu,chloride_gvol,sulfate_gvol,salinity,doc_vol,nitrate_vol,nitrite_vol,ammonia_vol,din_vol,silicate_vol,phosphate_vol,sulfate_vol,chloride_vol,density_nutrients,doc,nitrate,nitrite,ammonia,din,silicate,phosphate,sulfate,chloride,silicate_unc,phosphate_unc,nitrate_unc,nitrite_unc,ammonia_unc,doc_unc,gid,rgb,datenum,day_of_year
10,2018005582.0,2018-11-12 20:11:00,WALCRN2,32.41,WALCRN2_2018005582,32.41,2273.526637270158,2426.517939954601,7.7342,,,,,51.54888888888889,3.410833333333333,3.5,11.18,0.0077,0.0931,0.0851,20.5,0.2509,1.2603,8.01,14251.1699,2697.9829,32.41,104.93230979301616,6.646745468558074,0.5497308282266077,6.075596556114845,13.272072852899527,8.933594445433505,0.6618505043502207,28086.434520091607,401990.60406470817,1.0219721906204098,102.67628684623482,6.503841816403074,0.5379117291761941,5.944972487388846,12.986726032968113,8.741524013496079,0.6476208554642083,27482.581989869162,393347.88926171395,1.3112286020244117,0.16190521386605208,1.951152544920922,0.16137351875285824,0.8917458731083269,20.535257369246963,1,[[0.72 0.36 0.12]],737010.8409722223,316
11,2018005583.0,2018-12-10 22:57:00,WALCRN2,32.59,WALCRN2_2018005583,32.59,2281.6820325272884,2434.4158140184804,7.738966666666667,,,,,51.54888888888889,3.410833333333333,3.5,8.41,0.0076,0.1216,0.1131,23.3,0.2359,1.3342,7.8,18862.7637,2610.7471,32.59,111.08520806620818,8.681463469137077,0.5425914668210673,8.074617749666146,17.29867268562429,8.399501513263308,0.752249597627324,27178.295856756195,532072.3721140149,1.022108525372221,108.68240045816495,8.493680713577406,0.5308550445985879,7.899961255802669,16.924497013978662,8.217817682524919,0.7359782048128181,26590.42086246045,520563.4811824412,1.2326726523787377,0.18399455120320451,2.5481042140732217,0.15925651337957636,1.1849941883704003,21.73648009163299,1,[[0.72 0.36 0.12]],737038.95625,344
12,2019001603.0,2019-01-29 13:50:00,WALCRN2,31.45,WALCRN2_2019001603,31.45,2271.772910260842,2402.572837862425,7.713266666666667,,,,,51.54888888888889,3.410833333333333,3.5,5.23,0.0092,0.319,0.0834,19.8,0.371,1.3949,7.95,17000.0,2500.0,31.45,116.13907714851881,22.774562883673745,0.656821249309713,5.95422741222066,29.385611545204117,13.209898522342888,0.6392507310309449,26025.400791172182,479528.3697445807,1.0212452932357625,113.72299869362256,22.30077635071759,0.6431571862902878,5.830359710501089,28.774293247508968,12.935088768427038,0.6259521931361977,25483.986035041646,469552.58733699523,1.9402633152640556,0.1564880482840494,6.690232905215277,0.19294715588708636,0.8745539565751633,22.744599738724514,1,[[0.72 0.36 0.12]],737088.5763888889,29
13,2019003253.0,2019-02-12 14:33:00,WALCRN2,31.4,WALCRN2_2019003253,30.7,2288.0696716685143,2402.0487110990034,7.6886,Salinity measured with NIOZ Conductivity Probe,,,,51.54888888888889,3.410833333333333,3.5,5.24,0.0144,0.4293,0.1078,45.5,0.4862,1.1917,7.89,17000.0,2500.0,31.4,99.22068839192048,30.64927851398476,1.0280680423978117,7.696231595172508,39.37357815155508,17.311732241410006,1.468985265752929,26025.400791172182,479528.3697445807,1.0212074441199632,97.16016952601143,30.012784072874748,1.0067181240377274,7.5364037341157655,38.55590593102824,16.9522190041697,1.4384788068391365,25484.930550618792,469569.99041249603,2.5428328506254547,0.35961970170978413,9.003835221862424,0.30201543721131824,1.1304605601173647,19.43203390520229,1,[[0.72 0.36 0.12]],737102.60625,43
14,2019005559.0,2019-04-17 23:01:00,WALCRN2,32.58,WALCRN2_2019005559R,32.58,2005.4845928545992,2382.7681810135728,8.182675,Particles in sample,,,,51.54888888888889,3.410833333333333,3.5,9.61,0.0019,0.0168,0.0175,7.2,0.1092,1.656,8.34,19000.0,2600.0,32.58,137.87820758330142,1.1994127161307804,0.13564786670526682,1.2493882459695629,2.58444882880561,3.8881965461990387,0.23245481128397996,27066.416822819072,535943.4720674725,1.0221009508728125,134.89685873549158,1.1734777422000775,0.13271474465358019,1.2223726481250807,2.5285651349787384,3.8041218363790326,0.22742842679627448,26481.15804970731,524354.7338546248,0.5706182754568548,0.05685710669906862,0.35204332266002325,0.03981442339607406,0.1833558972187621,26.979371747098316,1,[[0.72 0.36 0.12]],737166.9590277778,107
15,2019006209.0,2019-05-16 10:22:00,WALCRN2,32.25,WALCRN2_2019006209,32.25,2048.1041130202984,2402.289558705832,8.159633333333334,,,,,51.54888888888889,3.410833333333333,3.5,12.48,0.0003,0.0038,0.0049,2.4,0.1356,1.7504,8.34,19000.0,2600.0,32.25,145.7379314938471,0.27129573341053365,0.021418084216621076,0.34982870887147755,0.6425425264986322,4.828200106818586,0.07748493709465998,27066.416822819072,535943.4720674725,1.0218510152375448,142.62150677608133,0.2654944109904973,0.020960085078197153,0.34234805627722015,0.6288025523459145,4.724955042194871,0.07582801791966456,26487.635104543173,524482.9863411001,0.7087432563292306,0.01895700447991614,0.07964832329714919,0.006288025523459146,0.051352208441583024,28.524301355216267,1,[[0.72 0.36 0.12]],737195.4319444444,136
16,2019007096.0,2019-06-14 04:30:00,WALCRN2,31.77,WALCRN2_2019007096,31.77,2292.846983228884,2464.852191322183,7.8123,Particles in sample,,,,51.54888888888889,3.410833333333333,3.5,16.17,0.0069,0.1083,0.0821,12.8,0.107,1.722,7.96,18000.0,2500.0,31.77,143.37335353770837,7.731928402200208,0.49261593698228473,5.861415713948635,14.085960053131128,3.8098629161474094,0.4132529978381866,26025.400791172182,507735.9209060266,1.0214875511983506,140.3574163674447,7.569283045231001,0.4822534904163795,5.738117617852865,13.789654153500244,3.729720358978332,0.4045599942489577,25477.94220364279,497055.4171809338,0.5594580538467497,0.10113999856223943,2.2707849135693,0.14467604712491383,0.8607176426779297,28.07148327348894,1,[[0.72 0.36 0.12]],737224.1875,165
17,2019007698.0,2019-07-15 19:58:00,WALCRN2,32.21,WALCRN2_2019007698,32.2,2166.6886774105146,2413.799561564337,7.974600000000001,Particles in sample,Salinity measured with NIOZ Conductivity Probe,,,51.54888888888889,3.410833333333333,3.5,18.74,0.0033,0.0001,0.0224,6.1,0.0337,1.701,8.29,19000.0,2500.0,32.21,141.6248980067607,0.007139361405540359,0.23559892638283184,1.5992169548410402,1.8419552426294123,1.199928787609044,0.1969408817822608,26025.400791172182,535943.4720674725,1.021820723014385,138.6005341416108,0.006986902149018026,0.23056777091759484,1.5650660813800374,1.8026207544466504,1.1743046119374423,0.19273525907879666,25469.63494182903,524498.5348177634,0.17614569179061634,0.048183814769699164,0.0020960706447054078,0.06917033127527845,0.2347599122070056,27.720106828322162,1,[[0.72 0.36 0.12]],737255.8319444444,196
18,2019008281.0,2019-08-12 16:15:00,WALCRN2,32.67,WALCRN2_2019008281,32.67,2198.118394345707,2418.8156685001763,7.864833333333333,Particles in sample bottle,,,,51.54888888888889,3.410833333333333,3.5,19.51,0.0074,0.0427,0.0363,12.0,0.1055,,8.05,19000.0,2500.0,32.67,,3.0485073201657333,0.5283127440099866,2.59158819021115,6.16840825438687,3.75645362293039,0.38742468547329995,26025.400791172182,535943.4720674725,1.0221691228378207,,2.9823903423165867,0.5168545323921018,2.535381017004499,6.034625891713187,3.674982484798062,0.3790220980239583,25460.95377927144,524319.7628388021,0.5512473727197092,0.09475552450598958,0.894717102694976,0.15505635971763052,0.3803071525506748,,1,[[0.72 0.36 0.12]],737283.6770833334,224
19,2019009089.0,2019-09-11 17:38:00,WALCRN2,,WALCRN2_2019009089,33.58,2149.382930215253,2388.462567262244,7.937166666666667,Particles in sample bottle,Salinity measured with NIOZ Conductivity Probe,,,51.54888888888889,3.410833333333333,3.5,,,,,,,,,20000.0,2500.0,33.58,,,,,,,,26025.400791172182,564151.0232289184,1.0228586042543617,,,,,,,,25443.791236564946,551543.5084404168,,,,,,,1,[[0.72 0.36 0.12]],737313.7347222222,254
22,2018005584.0,2018-01-23 09:55:00,WALCRN20,33.6,WALCRN20_2018005584,33.6,2210.191163828053,2360.32120723782,7.753626937287105,,,,,51.65861111111111,3.220555555555556,3.5,6.3,0.0056,0.3198,0.0386,17.6,0.3299,1.2472,8.01,,,33.6,103.84160658085358,22.831677774918063,0.39980423871026005,2.7557935025385785,25.987275516166903,11.746483888196547,0.5682228720275067,,,1.0228737615428467,101.51947433300526,22.321110026793544,0.3908637152909439,2.694167751826863,25.406141493911353,11.483806047071532,0.5555161285694047,,,1.7225709070607298,0.13887903214235117,6.696333008038063,0.11725911458728316,0.4041251627740295,20.303894866601055,1,[[0.54 0.27 0.09]],736717.4131944445,23
23,2018005585.0,2018-02-13 17:26:00,WALCRN20,33.12,WALCRN20_2018005585,33.1,2255.4457401407353,2394.198145068882,7.732582495361227,,,,,51.65861111111111,3.220555555555556,3.5,6.0,0.0082,0.4225,0.0186,25.3,0.3789,1.1822,8.06,,,33.12,98.42972041363461,30.163801938408014,0.5854276352543095,1.3279212214305065,32.07715079509283,13.491187466619193,0.8168203785395407,,,1.0225100324690735,96.26284074294566,29.499761352532587,0.5725397469603959,1.2986877187150438,31.370988818208023,13.194185913307646,0.7988384980117503,,,1.9791278869961468,0.19970962450293758,8.849928405759776,0.17176192408811877,0.19480315780725657,19.252568148589134,1,[[0.54 0.27 0.09]],736738.7263888889,44
24,2018005586.0,2018-03-15 06:02:00,WALCRN20,33.12,WALCRN20_2018005586,33.1,2271.168805712401,2428.93041037094,7.7771436005926775,,,,,51.65861111111111,3.220555555555556,3.5,4.06,0.0041,0.5111,0.0171,15.6,0.3298,1.2305,8.05,,,33.12,102.45116813481425,36.48927614371677,0.29271381762715476,1.2208308003474015,38.002820761691325,11.742923268648743,0.5036520911152899,,,1.0225100324690735,100.19575836084812,35.685983496519306,0.28626987348019794,1.1939548381735086,37.166208208173,11.484408852491056,0.492564449366929,,,1.7226613278736582,0.12314111234173225,10.70579504895579,0.08588096204405939,0.1790932257260263,20.039151672169623,1,[[0.54 0.27 0.09]],736768.2513888889,74
25,2018005587.0,2018-04-18 22:25:00,WALCRN20,32.84,WALCRN20_2018005587,32.8,2133.617314591021,2430.2427690086683,8.054215027176358,,,,,51.65861111111111,3.220555555555556,3.5,8.37,0.0029,0.1386,0.0045,4.4,0.0442,1.3173,8.54,,,32.84,109.67811766273125,9.895154908078936,0.2070414807606704,0.32127126324931615,10.423467652088924,1.5737938401281824,0.14205571800687666,,,1.0222979011469713,107.28586798395794,9.679326248226694,0.2025255852803565,0.31426383922813944,10.19611567273519,1.539466958077932,0.13895726269954842,,,0.2309200437116898,0.034739315674887104,2.903797874468008,0.06075767558410695,0.047139575884220915,21.45717359679159,1,[[0.54 0.27 0.09]],736802.9340277778,108
